Raw User Id,Unique Id,Epoch Timestamp
6F556808-A569-4568-B4E1-DA47CFC77784,68546823-1544918255-682-1-23-29-f41xG-rsdlCMGXp77Bx43x7BQTCu-1-133500-50277795,1544918344
0A28682E-C502-439F-80D7-8E08B1372D81,166592346-1544917712-438-1-40-30-SiMgB-200ef81b-431a-46a6-a501-c892bb072ad4-34383641-2780-4e89-8df6-431c98b5e1e0-133830-50263632,1544918311
EEFDF90E-6F2D-409B-BD25-D781632002C0,447583387-1544918173-290-1-16-24-wKX4p-ec192285-c9b2-423c-a0a3-169ecff10b6d-a0dde98f-e1ce-421a-8beb-b27a413b8b3c-133830-50263632,1544918396
3787D06D-BBB6-4FB1-8EED-A9A53F7C74D3,901417839-1544918008-930-1-18-5-LdZaR-gDbB690lH7Heep0jA4Fug8-1-134047-50277846,1544918074
3787D06D-BBB6-4FB1-8EED-A9A53F7C74D3,901417839-1544918008-930-1-18-5-LdZaR-gDbB690lH7Heep0jA4Fug8-1-134047-50277846,1544918074
3787D06D-BBB6-4FB1-8EED-A9A53F7C74D3,901417839-1544918008-930-1-18-5-LdZaR-gDbB690lH7Heep0jA4Fug8-1-134047-50277846,1544918074
3787D06D-BBB6-4FB1-8EED-A9A53F7C74D3,901417839-1544918008-930-1-18-5-LdZaR-gDbB690lH7Heep0jA4Fug8-1-134047-50277846,1544918074
3787D06D-BBB6-4FB1-8EED-A9A53F7C74D3,901417839-1544918008-930-1-18-5-LdZaR-gDbB690lH7Heep0jA4Fug8-1-134047-50277846,1544918074
3787D06D-BBB6-4FB1-8EED-A9A53F7C74D3,901417839-1544918008-930-1-18-5-LdZaR-gDbB690lH7Heep0jA4Fug8-1-134047-50277846,1544918074
3787D06D-BBB6-4FB1-8EED-A9A53F7C74D3,901417839-1544918008-930-1-18-5-LdZaR-gDbB690lH7Heep0jA4Fug8-1-134047-50277846,1544918074
3787D06D-BBB6-4FB1-8EED-A9A53F7C74D3,901417839-1544918008-930-1-18-5-LdZaR-gDbB690lH7Heep0jA4Fug8-1-134047-50277846,1544918074
DDC19F64-CA92-4EEC-9AFC-610238C2B516,364243515-1544918223-666-1-27-10-EnFY5-R7P1kLRfH5eAqER9aRHO8Q-1-134047-50277846,1544918275
DDC19F64-CA92-4EEC-9AFC-610238C2B516,364243515-1544918223-666-1-27-10-EnFY5-R7P1kLRfH5eAqER9aRHO8Q-1-134047-50277846,1544918275
DDC19F64-CA92-4EEC-9AFC-610238C2B516,364243515-1544918223-666-1-27-10-EnFY5-R7P1kLRfH5eAqER9aRHO8Q-1-134047-50277846,1544918276
DDC19F64-CA92-4EEC-9AFC-610238C2B516,364243515-1544918223-666-1-27-10-EnFY5-R7P1kLRfH5eAqER9aRHO8Q-1-134047-50277846,1544918276
